3493	765	8	2019-12-04 00:10:52.964939
3495	765	8	2019-12-04 00:10:52.964939
3496	766	8	2019-12-04 00:10:52.964939
3506	767	8	2019-12-04 00:10:52.964939
3514	769	8	2019-12-04 00:10:52.964939
3516	770	8	2019-12-04 00:10:52.964939
3522	771	8	2019-12-04 00:10:52.964939
3527	772	8	2019-12-04 00:10:52.964939
3549	776	8	2019-12-04 00:10:52.964939
3558	777	8	2019-12-04 00:10:52.964939
45	9	9	2019-12-04 00:10:59.118388
50	10	9	2019-12-04 00:10:59.118388
47	10	9	2019-12-04 00:10:59.118388
56	11	9	2019-12-04 00:10:59.118388
54	11	9	2019-12-04 00:10:59.118388
70	13	9	2019-12-04 00:10:59.118388
67	13	9	2019-12-04 00:10:59.118388
73	15	9	2019-12-04 00:10:59.118388
85	17	9	2019-12-04 00:10:59.118388
84	17	9	2019-12-04 00:10:59.118388
83	17	9	2019-12-04 00:10:59.118388
81	17	9	2019-12-04 00:10:59.118388
96	19	9	2019-12-04 00:10:59.118388
95	19	9	2019-12-04 00:10:59.118388
93	19	9	2019-12-04 00:10:59.118388
99	20	9	2019-12-04 00:10:59.118388
107	21	9	2019-12-04 00:10:59.118388
103	21	9	2019-12-04 00:10:59.118388
112	22	9	2019-12-04 00:10:59.118388
110	22	9	2019-12-04 00:10:59.118388
116	23	9	2019-12-04 00:10:59.118388
123	24	9	2019-12-04 00:10:59.118388
120	24	9	2019-12-04 00:10:59.118388
128	25	9	2019-12-04 00:10:59.118388
125	25	9	2019-12-04 00:10:59.118388
133	26	9	2019-12-04 00:10:59.118388
130	26	9	2019-12-04 00:10:59.118388
138	27	9	2019-12-04 00:10:59.118388
143	29	9	2019-12-04 00:10:59.118388
142	29	9	2019-12-04 00:10:59.118388
150	31	9	2019-12-04 00:10:59.118388
149	31	9	2019-12-04 00:10:59.118388
154	32	9	2019-12-04 00:10:59.118388
156	34	9	2019-12-04 00:10:59.118388
165	35	9	2019-12-04 00:10:59.118388
162	35	9	2019-12-04 00:10:59.118388
160	35	9	2019-12-04 00:10:59.118388
172	37	9	2019-12-04 00:10:59.118388
170	37	9	2019-12-04 00:10:59.118388
180	39	9	2019-12-04 00:10:59.118388
179	39	9	2019-12-04 00:10:59.118388
184	40	9	2019-12-04 00:10:59.118388
182	40	9	2019-12-04 00:10:59.118388
181	40	9	2019-12-04 00:10:59.118388
186	42	9	2019-12-04 00:10:59.118388
192	43	9	2019-12-04 00:10:59.118388
200	44	9	2019-12-04 00:10:59.118388
198	44	9	2019-12-04 00:10:59.118388
196	44	9	2019-12-04 00:10:59.118388
201	45	9	2019-12-04 00:10:59.118388
210	47	9	2019-12-04 00:10:59.118388
212	48	9	2019-12-04 00:10:59.118388
225	50	9	2019-12-04 00:10:59.118388
234	52	9	2019-12-04 00:10:59.118388
244	55	9	2019-12-04 00:10:59.118388
249	56	9	2019-12-04 00:10:59.118388
248	56	9	2019-12-04 00:10:59.118388
258	57	9	2019-12-04 00:10:59.118388
256	57	9	2019-12-04 00:10:59.118388
264	59	9	2019-12-04 00:10:59.118388
280	63	9	2019-12-04 00:10:59.118388
286	64	9	2019-12-04 00:10:59.118388
288	65	9	2019-12-04 00:10:59.118388
293	66	9	2019-12-04 00:10:59.118388
292	66	9	2019-12-04 00:10:59.118388
324	72	9	2019-12-04 00:10:59.118388
332	73	9	2019-12-04 00:10:59.118388
338	74	9	2019-12-04 00:10:59.118388
337	74	9	2019-12-04 00:10:59.118388
341	75	9	2019-12-04 00:10:59.118388
340	75	9	2019-12-04 00:10:59.118388
344	76	9	2019-12-04 00:10:59.118388
342	76	9	2019-12-04 00:10:59.118388
350	77	9	2019-12-04 00:10:59.118388
